City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
429,Bonfim,BR,80.29,overcast clouds,3.0833,-59.95,
431,Najran,SA,79.83,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
432,Bubaque,GW,76.64,moderate rain,11.2833,-15.8333,"Casa Dora, Bubaque"
433,Isangel,VU,79.14,broken clouds,-19.55,169.2667,Tanna Lodge
436,Great Falls,US,89.69,clear sky,47.5002,-111.3008,La Quinta Inn & Suites by Wyndham Great Falls
437,Sibolga,ID,75.15,broken clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
439,Guerrero Negro,MX,83.34,few clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
444,Tha Mai,TH,80.08,moderate rain,12.6214,102.0048,Khowbuysi View Resort
445,Sinnamary,GF,78.06,clear sky,5.3833,-52.95,ALETHEIA Appartement Sinnamary
447,Buala,SB,81.61,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
452,Nisia Floresta,BR,76.01,broken clouds,-6.0911,-35.2086,Rancho Crepusculo
455,Meulaboh,ID,75.24,overcast clouds,4.1363,96.1285,Kost Pria
456,Bonthe,SL,75.22,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
457,Conceicao Do Araguaia,BR,80.92,clear sky,-8.2578,-49.2647,Tarumã Tropical Hotel
459,Vanimo,PG,76.42,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
461,Anderson,US,88.68,scattered clouds,34.5334,-82.6499,The Bleckley Inn
466,Fare,PF,77.43,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
467,Cayenne,GF,82.44,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
468,Redmond,US,89.67,clear sky,47.674,-122.1215,Seattle Marriott Redmond
471,Tirunelveli,IN,80.87,overcast clouds,8.7333,77.7,Hotel Palmyra Grand Inn
472,Mandan,US,88.81,clear sky,46.8267,-100.8896,Twin City Estates
473,Porbandar,IN,80.58,broken clouds,21.6422,69.6093,Lords Inn Porbandar
475,Boa Vista,BR,85.98,few clouds,2.8197,-60.6733,Aipana Plaza Hotel
477,Bulungu,CD,79.68,broken clouds,-4.55,18.6,Maison MC Michel
478,Qui Nhon,VN,77.07,overcast clouds,13.7667,109.2333,Seagull Hotel
484,Kirakira,SB,82.09,broken clouds,-10.4544,161.9205,SanBiz Lodge
485,Saint Paul,US,89.65,clear sky,44.9444,-93.0933,"InterContinental Saint Paul Riverfront, an IHG Hotel"
488,Lubao,PH,78.57,overcast clouds,14.9167,120.55,Hacienda Gracia
491,Mangrol,IN,80.24,broken clouds,21.1167,70.1167,Hotel The Royal Honours
492,Nueva Germania,PY,77.16,overcast clouds,-23.9,-56.5667,Estancia Ña Luisa
493,Minab,IR,88.86,overcast clouds,27.1467,57.0801,Bam campground
499,Pacifica,US,86.05,few clouds,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
501,Mao,ES,81.16,clear sky,39.8885,4.2658,ARTIEM Capri
504,Shaoxing,CN,85.95,overcast clouds,30.011,120.5715,Holiday Inn Shaoxing
507,Catuday,PH,81.95,moderate rain,16.2923,119.8062,Benjie's Kubo & Cottages
508,Dingle,PH,76.77,broken clouds,10.9995,122.6711,SEGAYA PROPERTY
513,Poum,NC,76.19,overcast clouds,-20.2333,164.0167,
515,Santa Rosa,PH,80.58,moderate rain,14.3122,121.1114,Erlyn’s Sta Rosa City Home
521,Tecoanapa,MX,86.43,overcast clouds,16.5167,-98.75,Hotel Manglares
522,Boende,CD,75.0,broken clouds,-0.2167,20.8667,
523,Praia,CV,79.34,broken clouds,14.9215,-23.5087,LT Aparthotel
525,Chavakachcheri,LK,79.66,few clouds,9.6579,80.1643,Muslim hotel முஸ்லிம் ஹோட்டல்
532,Martapura,ID,75.29,clear sky,-3.4167,114.85,Montana Hotel Syariah
535,Havelock,US,84.15,scattered clouds,34.8791,-76.9013,Sherwood Motel
537,Manokwari,ID,78.53,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
543,Mantua,IT,83.44,clear sky,45.1667,10.7833,Hotel la Favorita
544,Aden,YE,83.05,overcast clouds,12.7794,45.0367,Sama Emirate Hotel
547,Shantipur,IN,81.01,overcast clouds,23.25,88.4667,Ganesh Avenue
549,Isla Mujeres,MX,87.85,clear sky,21.2311,-86.731,Hotel La Joya Isla Mujeres
552,Nicoya,CR,78.8,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
557,Tezu,IN,75.99,overcast clouds,27.9167,96.1667,Circuit House
560,Loiza,PR,85.8,scattered clouds,18.4313,-65.8802,Puerto Rico Vacation Villas at Aquatika
565,Nortelandia,BR,81.16,overcast clouds,-14.4547,-56.8028,Pousada e Restaurante Santana
568,Phan Thiet,VN,76.19,overcast clouds,10.9333,108.1,Hotel Saigon-PT
572,Vaitape,PF,78.01,clear sky,-16.5167,-151.75,Conrad Bora Bora Nui
574,Sept-Iles,CA,79.05,scattered clouds,50.2001,-66.3821,Comfort Inn
575,West Bay,KY,88.0,clear sky,19.3667,-81.4167,Calypso Cove
578,Gazli,UZ,89.38,clear sky,40.1333,63.45,UTG Uy-joy kommunal xoʻjaligi
580,Ahuimanu,US,83.91,light rain,21.4447,-157.8378,Paradise Bay Resort
583,Honiara,SB,82.69,broken clouds,-9.4333,159.95,Heritage Park Hotel
589,Oyama,JP,84.58,overcast clouds,36.3,139.8,Toyoko Inn Oyama-eki Higashi-guchi No.1
593,Ruidoso,US,88.95,light rain,33.3317,-105.673,Inn of the Mountain Gods
594,Barpali,IN,76.86,overcast clouds,21.2,83.5833,GREEN HOUSE LODGE
595,Fayaoue,NC,77.13,overcast clouds,-20.65,166.5333,Chez Dydyce Guesthouse
596,Sao Gabriel Da Cachoeira,BR,77.09,broken clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
598,Dangriga,BZ,83.57,broken clouds,16.9692,-88.2321,Chaleanor Hotel
600,Kayankulam,IN,76.96,overcast clouds,9.1833,76.5,Hotel Indraprastha
601,Cedar Lake,US,86.79,few clouds,41.3648,-87.4411,Cedar Lake Ministries RV Park
602,Centralia,US,85.68,clear sky,46.7162,-122.9543,Peppermill Inn
604,Sola,VU,80.67,scattered clouds,-13.8833,167.55,Leumerus Bungalows
605,Copala,MX,86.43,overcast clouds,16.65,-98.9833,Biol. Fernando Martinez Salgado
612,Shaoyang,CN,77.16,overcast clouds,27.2315,111.4525,IU Hotel Shaoyang Xihu Road
613,Jiazi,CN,81.64,scattered clouds,22.8779,116.067,Hotel Jin Hao
617,Hambantota,LK,77.34,few clouds,6.1241,81.1185,Bungalow 63
618,Scicli,IT,78.91,few clouds,36.7902,14.7014,Le Dimore Dei Venti
622,Hun,LY,80.4,clear sky,29.1268,15.9477,Alrwasi Hotel
625,Tautira,PF,76.42,clear sky,-17.7333,-149.15,Pension Oaoa
626,Bra,IT,83.95,overcast clouds,44.703,7.8556,Hotel Cavalieri
629,Tikapur,NP,79.48,overcast clouds,28.5,81.1333,BANANA AGRO RESORT
631,Santa Marinella,IT,79.48,clear sky,42.0345,11.8536,"VILLA GREGORACI - b & b, guest houses, Santa Marinella"
634,Ariquemes,BR,81.34,clear sky,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
635,Pandan,PH,80.76,overcast clouds,14.0453,124.1694,Bonifacio Lodge
638,Cabatuan,PH,76.53,light rain,10.8794,122.486,MVC Transient Room
639,Kailua,US,84.18,broken clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
647,Valley,US,82.76,clear sky,45.1277,-116.1262,
652,Pak Kret,TH,81.99,moderate rain,13.913,100.4988,Buddy Oriental Riverside
654,Namatanai,PG,81.09,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
666,Rincon,US,76.96,overcast clouds,32.296,-81.2354,Days Inn Rincon
669,Acandi,CO,81.57,overcast clouds,8.5063,-77.2778,Hotel Patio Bonito
672,Tambilil,PH,78.22,broken clouds,5.9622,124.6697,Wilfredo Sotto Home
673,Pakpattan,PK,86.36,scattered clouds,30.341,73.3866,FARAN HOTEL
676,Eirunepe,BR,83.77,clear sky,-6.6603,-69.8736,Hotel novo Acre & Comercial Aguiar
682,Goderich,CA,78.91,broken clouds,43.7501,-81.7165,Harmony Inn
683,Itaituba,BR,82.11,overcast clouds,-4.2761,-55.9836,Hotel Campos
684,Valverde Del Camino,ES,79.03,clear sky,37.5751,-6.7543,HOTEL MONTEAROMA (ulamde hotelera S.L.)
